Sector,Area,Basis,Measure,Units,Year,Value
Private nonfarm,Idaho,All workers,Real labor compensation,Index (2012=100),2010,102.489
Private nonfarm,Idaho,All workers,Real labor compensation,Index (2012=100),2011,100.213
Private nonfarm,Idaho,All workers,Real labor compensation,Index (2012=100),2012,100.000
Private nonfarm,Idaho,All workers,Real labor compensation,Index (2012=100),2013,104.325
Private nonfarm,Idaho,All workers,Real labor compensation,Index (2012=100),2014,106.800
Private nonfarm,Idaho,All workers,Real labor compensation,Index (2012=100),2015,113.128
Private nonfarm,Idaho,All workers,Real labor compensation,Index (2012=100),2016,119.051
Private nonfarm,Idaho,All workers,Real labor compensation,Index (2012=100),2017,123.836
Private nonfarm,Idaho,All workers,Real labor compensation,Index (2012=100),2018,133.528
Private nonfarm,Idaho,All workers,Real labor compensation,Index (2012=100),2019,138.779
Private nonfarm,Idaho,All workers,Real labor compensation,Index (2012=100),2020,150.460
Private nonfarm,Idaho,All workers,Real labor compensation,Index (2012=100),2021,160.608
Private nonfarm,Idaho,All workers,Real labor compensation,Index (2012=100),2022,166.667
Private nonfarm,Illinois,All workers,Real labor compensation,Index (2012=100),2007,107.015
Private nonfarm,Illinois,All workers,Real labor compensation,Index (2012=100),2008,103.544
Private nonfarm,Illinois,All workers,Real labor compensation,Index (2012=100),2009,96.393
Private nonfarm,Illinois,All workers,Real labor compensation,Index (2012=100),2010,95.928
Private nonfarm,Illinois,All workers,Real labor compensation,Index (2012=100),2011,96.909
Private nonfarm,Illinois,All workers,Real labor compensation,Index (2012=100),2012,100.000
Private nonfarm,Illinois,All workers,Real labor compensation,Index (2012=100),2013,100.801
Private nonfarm,Illinois,All workers,Real labor compensation,Index (2012=100),2014,103.509
Private nonfarm,Illinois,All workers,Real labor compensation,Index (2012=100),2015,109.889
Private nonfarm,Illinois,All workers,Real labor compensation,Index (2012=100),2016,109.133
Private nonfarm,Illinois,All workers,Real labor compensation,Index (2012=100),2017,110.424
Private nonfarm,Illinois,All workers,Real labor compensation,Index (2012=100),2018,113.127
Private nonfarm,Illinois,All workers,Real labor compensation,Index (2012=100),2019,115.216
Private nonfarm,Illinois,All workers,Real labor compensation,Index (2012=100),2020,111.121
Private nonfarm,Illinois,All workers,Real labor compensation,Index (2012=100),2021,113.797
Private nonfarm,Illinois,All workers,Real labor compensation,Index (2012=100),2022,114.407
Private nonfarm,Indiana,All workers,Real labor compensation,Index (2012=100),2007,106.862
Private nonfarm,Indiana,All workers,Real labor compensation,Index (2012=100),2008,102.767
Private nonfarm,Indiana,All workers,Real labor compensation,Index (2012=100),2009,94.919
Private nonfarm,Indiana,All workers,Real labor compensation,Index (2012=100),2010,95.589
Private nonfarm,Indiana,All workers,Real labor compensation,Index (2012=100),2011,97.391
Private nonfarm,Indiana,All workers,Real labor compensation,Index (2012=100),2012,100.000
Private nonfarm,Indiana,All workers,Real labor compensation,Index (2012=100),2013,101.428
Private nonfarm,Indiana,All workers,Real labor compensation,Index (2012=100),2014,104.184
Private nonfarm,Indiana,All workers,Real labor compensation,Index (2012=100),2015,110.876
Private nonfarm,Indiana,All workers,Real labor compensation,Index (2012=100),2016,112.733
Private nonfarm,Indiana,All workers,Real labor compensation,Index (2012=100),2017,116.304
Private nonfarm,Indiana,All workers,Real labor compensation,Index (2012=100),2018,116.108
Private nonfarm,Indiana,All workers,Real labor compensation,Index (2012=100),2019,118.159
Private nonfarm,Indiana,All workers,Real labor compensation,Index (2012=100),2020,118.639
Private nonfarm,Indiana,All workers,Real labor compensation,Index (2012=100),2021,123.696
Private nonfarm,Indiana,All workers,Real labor compensation,Index (2012=100),2022,126.436
Private nonfarm,Iowa,All workers,Real labor compensation,Index (2012=100),2007,103.331
Private nonfarm,Iowa,All workers,Real labor compensation,Index (2012=100),2008,101.817
Private nonfarm,Iowa,All workers,Real labor compensation,Index (2012=100),2009,97.583
Private nonfarm,Iowa,All workers,Real labor compensation,Index (2012=100),2010,95.957
Private nonfarm,Iowa,All workers,Real labor compensation,Index (2012=100),2011,97.288
Private nonfarm,Iowa,All workers,Real labor compensation,Index (2012=100),2012,100.000
Private nonfarm,Iowa,All workers,Real labor compensation,Index (2012=100),2013,99.868
Private nonfarm,Iowa,All workers,Real labor compensation,Index (2012=100),2014,102.904
Private nonfarm,Iowa,All workers,Real labor compensation,Index (2012=100),2015,110.482
Private nonfarm,Iowa,All workers,Real labor compensation,Index (2012=100),2016,111.390
Private nonfarm,Iowa,All workers,Real labor compensation,Index (2012=100),2017,113.597
Private nonfarm,Iowa,All workers,Real labor compensation,Index (2012=100),2018,111.764
Private nonfarm,Iowa,All workers,Real labor compensation,Index (2012=100),2019,113.938
Private nonfarm,Iowa,All workers,Real labor compensation,Index (2012=100),2020,115.150
Private nonfarm,Iowa,All workers,Real labor compensation,Index (2012=100),2021,116.877
Private nonfarm,Iowa,All workers,Real labor compensation,Index (2012=100),2022,118.385
Private nonfarm,Kansas,All workers,Real labor compensation,Index (2012=100),2007,106.956
Private nonfarm,Kansas,All workers,Real labor compensation,Index (2012=100),2008,107.587
Private nonfarm,Kansas,All workers,Real labor compensation,Index (2012=100),2009,100.460
Private nonfarm,Kansas,All workers,Real labor compensation,Index (2012=100),2010,98.541
Private nonfarm,Kansas,All workers,Real labor compensation,Index (2012=100),2011,98.994
Private nonfarm,Kansas,All workers,Real labor compensation,Index (2012=100),2012,100.000
Private nonfarm,Kansas,All workers,Real labor compensation,Index (2012=100),2013,102.020
Private nonfarm,Kansas,All workers,Real labor compensation,Index (2012=100),2014,103.225
Private nonfarm,Kansas,All workers,Real labor compensation,Index (2012=100),2015,109.680
Private nonfarm,Kansas,All workers,Real labor compensation,Index (2012=100),2016,108.263
Private nonfarm,Kansas,All workers,Real labor compensation,Index (2012=100),2017,110.862
Private nonfarm,Kansas,All workers,Real labor compensation,Index (2012=100),2018,111.271
Private nonfarm,Kansas,All workers,Real labor compensation,Index (2012=100),2019,113.068
Private nonfarm,Kansas,All workers,Real labor compensation,Index (2012=100),2020,113.769
Private nonfarm,Kansas,All workers,Real labor compensation,Index (2012=100),2021,116.114
Private nonfarm,Kansas,All workers,Real labor compensation,Index (2012=100),2022,117.130
Private nonfarm,Kentucky,All workers,Real labor compensation,Index (2012=100),2007,104.053
Private nonfarm,Kentucky,All workers,Real labor compensation,Index (2012=100),2008,101.861
Private nonfarm,Kentucky,All workers,Real labor compensation,Index (2012=100),2009,99.031
Private nonfarm,Kentucky,All workers,Real labor compensation,Index (2012=100),2010,97.565
Private nonfarm,Kentucky,All workers,Real labor compensation,Index (2012=100),2011,97.565
Private nonfarm,Kentucky,All workers,Real labor compensation,Index (2012=100),2012,100.000
Private nonfarm,Kentucky,All workers,Real labor compensation,Index (2012=100),2013,97.781
Private nonfarm,Kentucky,All workers,Real labor compensation,Index (2012=100),2014,100.741
Private nonfarm,Kentucky,All workers,Real labor compensation,Index (2012=100),2015,107.314
Private nonfarm,Kentucky,All workers,Real labor compensation,Index (2012=100),2016,110.046
Private nonfarm,Kentucky,All workers,Real labor compensation,Index (2012=100),2017,112.981
Private nonfarm,Kentucky,All workers,Real labor compensation,Index (2012=100),2018,114.829
Private nonfarm,Kentucky,All workers,Real labor compensation,Index (2012=100),2019,116.495
Private nonfarm,Kentucky,All workers,Real labor compensation,Index (2012=100),2020,117.178
Private nonfarm,Kentucky,All workers,Real labor compensation,Index (2012=100),2021,121.787
Private nonfarm,Kentucky,All workers,Real labor compensation,Index (2012=100),2022,123.154
Private nonfarm,Louisiana,All workers,Real labor compensation,Index (2012=100),2007,100.622
Private nonfarm,Louisiana,All workers,Real labor compensation,Index (2012=100),2008,100.661
Private nonfarm,Louisiana,All workers,Real labor compensation,Index (2012=100),2009,100.217
Private nonfarm,Louisiana,All workers,Real labor compensation,Index (2012=100),2010,98.983
Private nonfarm,Louisiana,All workers,Real labor compensation,Index (2012=100),2011,96.135
Private nonfarm,Louisiana,All workers,Real labor compensation,Index (2012=100),2012,100.000
Private nonfarm,Louisiana,All workers,Real labor compensation,Index (2012=100),2013,102.193
Private nonfarm,Louisiana,All workers,Real labor compensation,Index (2012=100),2014,106.413
Private nonfarm,Louisiana,All workers,Real labor compensation,Index (2012=100),2015,108.188
Private nonfarm,Louisiana,All workers,Real labor compensation,Index (2012=100),2016,105.249
Private nonfarm,Louisiana,All workers,Real labor compensation,Index (2012=100),2017,108.508
Private nonfarm,Louisiana,All workers,Real labor compensation,Index (2012=100),2018,112.567
Private nonfarm,Louisiana,All workers,Real labor compensation,Index (2012=100),2019,111.918
Private nonfarm,Louisiana,All workers,Real labor compensation,Index (2012=100),2020,106.464
Private nonfarm,Louisiana,All workers,Real labor compensation,Index (2012=100),2021,107.813
Private nonfarm,Louisiana,All workers,Real labor compensation,Index (2012=100),2022,109.298
Private nonfarm,Maine,All workers,Real labor compensation,Index (2012=100),2007,104.347
Private nonfarm,Maine,All workers,Real labor compensation,Index (2012=100),2008,102.279
Private nonfarm,Maine,All workers,Real labor compensation,Index (2012=100),2009,99.776
Private nonfarm,Maine,All workers,Real labor compensation,Index (2012=100),2010,101.167
Private nonfarm,Maine,All workers,Real labor compensation,Index (2012=100),2011,99.016
Private nonfarm,Maine,All workers,Real labor compensation,Index (2012=100),2012,100.000
Private nonfarm,Maine,All workers,Real labor compensation,Index (2012=100),2013,100.662
Private nonfarm,Maine,All workers,Real labor compensation,Index (2012=100),2014,104.699
Private nonfarm,Maine,All workers,Real labor compensation,Index (2012=100),2015,109.547
Private nonfarm,Maine,All workers,Real labor compensation,Index (2012=100),2016,112.308
Private nonfarm,Maine,All workers,Real labor compensation,Index (2012=100),2017,111.503
Private nonfarm,Maine,All workers,Real labor compensation,Index (2012=100),2018,113.013
Private nonfarm,Maine,All workers,Real labor compensation,Index (2012=100),2019,119.709
Private nonfarm,Maine,All workers,Real labor compensation,Index (2012=100),2020,115.933
Private nonfarm,Maine,All workers,Real labor compensation,Index (2012=100),2021,123.211
Private nonfarm,Maine,All workers,Real labor compensation,Index (2012=100),2022,126.258
Private nonfarm,Maryland,All workers,Real labor compensation,Index (2012=100),2007,100.100
Private nonfarm,Maryland,All workers,Real labor compensation,Index (2012=100),2008,98.052
Private nonfarm,Maryland,All workers,Real labor compensation,Index (2012=100),2009,95.630
Private nonfarm,Maryland,All workers,Real labor compensation,Index (2012=100),2010,96.981
Private nonfarm,Maryland,All workers,Real labor compensation,Index (2012=100),2011,97.305
Private nonfarm,Maryland,All workers,Real labor compensation,Index (2012=100),2012,100.000
Private nonfarm,Maryland,All workers,Real labor compensation,Index (2012=100),2013,98.381
Private nonfarm,Maryland,All workers,Real labor compensation,Index (2012=100),2014,100.367
Private nonfarm,Maryland,All workers,Real labor compensation,Index (2012=100),2015,104.551
Private nonfarm,Maryland,All workers,Real labor compensation,Index (2012=100),2016,107.804
Private nonfarm,Maryland,All workers,Real labor compensation,Index (2012=100),2017,110.725
Private nonfarm,Maryland,All workers,Real labor compensation,Index (2012=100),2018,113.299
Private nonfarm,Maryland,All workers,Real labor compensation,Index (2012=100),2019,115.236
Private nonfarm,Maryland,All workers,Real labor compensation,Index (2012=100),2020,112.009
Private nonfarm,Maryland,All workers,Real labor compensation,Index (2012=100),2021,116.297
Private nonfarm,Maryland,All workers,Real labor compensation,Index (2012=100),2022,115.852
Private nonfarm,Massachusetts,All workers,Real labor compensation,Index (2012=100),2007,96.837
Private nonfarm,Massachusetts,All workers,Real labor compensation,Index (2012=100),2008,95.970
Private nonfarm,Massachusetts,All workers,Real labor compensation,Index (2012=100),2009,92.140
Private nonfarm,Massachusetts,All workers,Real labor compensation,Index (2012=100),2010,94.759
Private nonfarm,Massachusetts,All workers,Real labor compensation,Index (2012=100),2011,97.229
Private nonfarm,Massachusetts,All workers,Real labor compensation,Index (2012=100),2012,100.000
Private nonfarm,Massachusetts,All workers,Real labor compensation,Index (2012=100),2013,100.461
Private nonfarm,Massachusetts,All workers,Real labor compensation,Index (2012=100),2014,102.389
Private nonfarm,Massachusetts,All workers,Real labor compensation,Index (2012=100),2015,107.171
Private nonfarm,Massachusetts,All workers,Real labor compensation,Index (2012=100),2016,106.189
Private nonfarm,Massachusetts,All workers,Real labor compensation,Index (2012=100),2017,110.222
Private nonfarm,Massachusetts,All workers,Real labor compensation,Index (2012=100),2018,113.495
Private nonfarm,Massachusetts,All workers,Real labor compensation,Index (2012=100),2019,117.764
Private nonfarm,Massachusetts,All workers,Real labor compensation,Index (2012=100),2020,113.794
Private nonfarm,Massachusetts,All workers,Real labor compensation,Index (2012=100),2021,121.538
Private nonfarm,Massachusetts,All workers,Real labor compensation,Index (2012=100),2022,120.694
Private nonfarm,Michigan,All workers,Real labor compensation,Index (2012=100),2007,110.711
Private nonfarm,Michigan,All workers,Real labor compensation,Index (2012=100),2008,104.163
Private nonfarm,Michigan,All workers,Real labor compensation,Index (2012=100),2009,94.790
Private nonfarm,Michigan,All workers,Real labor compensation,Index (2012=100),2010,94.498
Private nonfarm,Michigan,All workers,Real labor compensation,Index (2012=100),2011,97.919
Private nonfarm,Michigan,All workers,Real labor compensation,Index (2012=100),2012,100.000
Private nonfarm,Michigan,All workers,Real labor compensation,Index (2012=100),2013,100.657
Private nonfarm,Michigan,All workers,Real labor compensation,Index (2012=100),2014,102.568
Private nonfarm,Michigan,All workers,Real labor compensation,Index (2012=100),2015,111.306
Private nonfarm,Michigan,All workers,Real labor compensation,Index (2012=100),2016,114.732
Private nonfarm,Michigan,All workers,Real labor compensation,Index (2012=100),2017,118.505
Private nonfarm,Michigan,All workers,Real labor compensation,Index (2012=100),2018,118.503
Private nonfarm,Michigan,All workers,Real labor compensation,Index (2012=100),2019,118.051
Private nonfarm,Michigan,All workers,Real labor compensation,Index (2012=100),2020,114.120
Private nonfarm,Michigan,All workers,Real labor compensation,Index (2012=100),2021,118.083
Private nonfarm,Michigan,All workers,Real labor compensation,Index (2012=100),2022,119.837
Private nonfarm,Minnesota,All workers,Real labor compensation,Index (2012=100),2007,103.883
Private nonfarm,Minnesota,All workers,Real labor compensation,Index (2012=100),2008,102.876
Private nonfarm,Minnesota,All workers,Real labor compensation,Index (2012=100),2009,94.292
Private nonfarm,Minnesota,All workers,Real labor compensation,Index (2012=100),2010,96.812
Private nonfarm,Minnesota,All workers,Real labor compensation,Index (2012=100),2011,99.260
Private nonfarm,Minnesota,All workers,Real labor compensation,Index (2012=100),2012,100.000
Private nonfarm,Minnesota,All workers,Real labor compensation,Index (2012=100),2013,100.621
Private nonfarm,Minnesota,All workers,Real labor compensation,Index (2012=100),2014,103.455
Private nonfarm,Minnesota,All workers,Real labor compensation,Index (2012=100),2015,110.558
Private nonfarm,Minnesota,All workers,Real labor compensation,Index (2012=100),2016,112.581
Private nonfarm,Minnesota,All workers,Real labor compensation,Index (2012=100),2017,116.367
Private nonfarm,Minnesota,All workers,Real labor compensation,Index (2012=100),2018,114.908
Private nonfarm,Minnesota,All workers,Real labor compensation,Index (2012=100),2019,118.774
Private nonfarm,Minnesota,All workers,Real labor compensation,Index (2012=100),2020,119.273
Private nonfarm,Minnesota,All workers,Real labor compensation,Index (2012=100),2021,120.447
Private nonfarm,Minnesota,All workers,Real labor compensation,Index (2012=100),2022,119.419
Private nonfarm,Mississippi,All workers,Real labor compensation,Index (2012=100),2007,105.713
Private nonfarm,Mississippi,All workers,Real labor compensation,Index (2012=100),2008,103.489
Private nonfarm,Mississippi,All workers,Real labor compensation,Index (2012=100),2009,102.617
Private nonfarm,Mississippi,All workers,Real labor compensation,Index (2012=100),2010,98.462
Private nonfarm,Mississippi,All workers,Real labor compensation,Index (2012=100),2011,95.437
Private nonfarm,Mississippi,All workers,Real labor compensation,Index (2012=100),2012,100.000
Private nonfarm,Mississippi,All workers,Real labor compensation,Index (2012=100),2013,99.399
Private nonfarm,Mississippi,All workers,Real labor compensation,Index (2012=100),2014,100.642
Private nonfarm,Mississippi,All workers,Real labor compensation,Index (2012=100),2015,104.036
Private nonfarm,Mississippi,All workers,Real labor compensation,Index (2012=100),2016,103.523
Private nonfarm,Mississippi,All workers,Real labor compensation,Index (2012=100),2017,107.087
Private nonfarm,Mississippi,All workers,Real labor compensation,Index (2012=100),2018,110.954
Private nonfarm,Mississippi,All workers,Real labor compensation,Index (2012=100),2019,111.455
Private nonfarm,Mississippi,All workers,Real labor compensation,Index (2012=100),2020,112.877
Private nonfarm,Mississippi,All workers,Real labor compensation,Index (2012=100),2021,113.757
Private nonfarm,Mississippi,All workers,Real labor compensation,Index (2012=100),2022,117.207
Private nonfarm,Missouri,All workers,Real labor compensation,Index (2012=100),2007,112.136
Private nonfarm,Missouri,All workers,Real labor compensation,Index (2012=100),2008,110.649
Private nonfarm,Missouri,All workers,Real labor compensation,Index (2012=100),2009,101.990
Private nonfarm,Missouri,All workers,Real labor compensation,Index (2012=100),2010,98.265
Private nonfarm,Missouri,All workers,Real labor compensation,Index (2012=100),2011,97.507
Private nonfarm,Missouri,All workers,Real labor compensation,Index (2012=100),2012,100.000
Private nonfarm,Missouri,All workers,Real labor compensation,Index (2012=100),2013,100.981
Private nonfarm,Missouri,All workers,Real labor compensation,Index (2012=100),2014,101.497
Private nonfarm,Missouri,All workers,Real labor compensation,Index (2012=100),2015,109.191
Private nonfarm,Missouri,All workers,Real labor compensation,Index (2012=100),2016,110.058
Private nonfarm,Missouri,All workers,Real labor compensation,Index (2012=100),2017,113.333
Private nonfarm,Missouri,All workers,Real labor compensation,Index (2012=100),2018,116.131
Private nonfarm,Missouri,All workers,Real labor compensation,Index (2012=100),2019,119.093
Private nonfarm,Missouri,All workers,Real labor compensation,Index (2012=100),2020,118.228
Private nonfarm,Missouri,All workers,Real labor compensation,Index (2012=100),2021,120.575
Private nonfarm,Missouri,All workers,Real labor compensation,Index (2012=100),2022,122.209
Private nonfarm,Montana,All workers,Real labor compensation,Index (2012=100),2007,94.827
Private nonfarm,Montana,All workers,Real labor compensation,Index (2012=100),2008,94.650
Private nonfarm,Montana,All workers,Real labor compensation,Index (2012=100),2009,91.395
Private nonfarm,Montana,All workers,Real labor compensation,Index (2012=100),2010,94.916
Private nonfarm,Montana,All workers,Real labor compensation,Index (2012=100),2011,94.766
Private nonfarm,Montana,All workers,Real labor compensation,Index (2012=100),2012,100.000
Private nonfarm,Montana,All workers,Real labor compensation,Index (2012=100),2013,100.330
Private nonfarm,Montana,All workers,Real labor compensation,Index (2012=100),2014,101.369
Private nonfarm,Montana,All workers,Real labor compensation,Index (2012=100),2015,104.797
Private nonfarm,Montana,All workers,Real labor compensation,Index (2012=100),2016,107.752
Private nonfarm,Montana,All workers,Real labor compensation,Index (2012=100),2017,109.989
Private nonfarm,Montana,All workers,Real labor compensation,Index (2012=100),2018,115.543
Private nonfarm,Montana,All workers,Real labor compensation,Index (2012=100),2019,115.855
Private nonfarm,Montana,All workers,Real labor compensation,Index (2012=100),2020,123.640
Private nonfarm,Montana,All workers,Real labor compensation,Index (2012=100),2021,133.571
Private nonfarm,Montana,All workers,Real labor compensation,Index (2012=100),2022,138.542
Private nonfarm,Nebraska,All workers,Real labor compensation,Index (2012=100),2007,103.307
Private nonfarm,Nebraska,All workers,Real labor compensation,Index (2012=100),2008,103.174
Private nonfarm,Nebraska,All workers,Real labor compensation,Index (2012=100),2009,99.303
Private nonfarm,Nebraska,All workers,Real labor compensation,Index (2012=100),2010,96.001
Private nonfarm,Nebraska,All workers,Real labor compensation,Index (2012=100),2011,96.128
Private nonfarm,Nebraska,All workers,Real labor compensation,Index (2012=100),2012,100.000
Private nonfarm,Nebraska,All workers,Real labor compensation,Index (2012=100),2013,101.464
Private nonfarm,Nebraska,All workers,Real labor compensation,Index (2012=100),2014,103.601
Private nonfarm,Nebraska,All workers,Real labor compensation,Index (2012=100),2015,108.300
Private nonfarm,Nebraska,All workers,Real labor compensation,Index (2012=100),2016,110.077
Private nonfarm,Nebraska,All workers,Real labor compensation,Index (2012=100),2017,116.619
Private nonfarm,Nebraska,All workers,Real labor compensation,Index (2012=100),2018,117.435
Private nonfarm,Nebraska,All workers,Real labor compensation,Index (2012=100),2019,118.282
Private nonfarm,Nebraska,All workers,Real labor compensation,Index (2012=100),2020,118.768
Private nonfarm,Nebraska,All workers,Real labor compensation,Index (2012=100),2021,122.143
Private nonfarm,Nebraska,All workers,Real labor compensation,Index (2012=100),2022,121.800
Private nonfarm,Nevada,All workers,Real labor compensation,Index (2012=100),2007,120.417
Private nonfarm,Nevada,All workers,Real labor compensation,Index (2012=100),2008,116.202
Private nonfarm,Nevada,All workers,Real labor compensation,Index (2012=100),2009,101.583
Private nonfarm,Nevada,All workers,Real labor compensation,Index (2012=100),2010,100.452
Private nonfarm,Nevada,All workers,Real labor compensation,Index (2012=100),2011,97.757
Private nonfarm,Nevada,All workers,Real labor compensation,Index (2012=100),2012,100.000
Private nonfarm,Nevada,All workers,Real labor compensation,Index (2012=100),2013,102.548
Private nonfarm,Nevada,All workers,Real labor compensation,Index (2012=100),2014,108.522
Private nonfarm,Nevada,All workers,Real labor compensation,Index (2012=100),2015,116.716
Private nonfarm,Nevada,All workers,Real labor compensation,Index (2012=100),2016,123.382
Private nonfarm,Nevada,All workers,Real labor compensation,Index (2012=100),2017,124.151
Private nonfarm,Nevada,All workers,Real labor compensation,Index (2012=100),2018,134.712
Private nonfarm,Nevada,All workers,Real labor compensation,Index (2012=100),2019,137.564
Private nonfarm,Nevada,All workers,Real labor compensation,Index (2012=100),2020,132.057
Private nonfarm,Nevada,All workers,Real labor compensation,Index (2012=100),2021,148.012
Private nonfarm,Nevada,All workers,Real labor compensation,Index (2012=100),2022,157.320
Private nonfarm,New Hampshire,All workers,Real labor compensation,Index (2012=100),2007,99.526
Private nonfarm,New Hampshire,All workers,Real labor compensation,Index (2012=100),2008,97.213
Private nonfarm,New Hampshire,All workers,Real labor compensation,Index (2012=100),2009,96.579
Private nonfarm,New Hampshire,All workers,Real labor compensation,Index (2012=100),2010,97.781
Private nonfarm,New Hampshire,All workers,Real labor compensation,Index (2012=100),2011,99.147
Private nonfarm,New Hampshire,All workers,Real labor compensation,Index (2012=100),2012,100.000
Private nonfarm,New Hampshire,All workers,Real labor compensation,Index (2012=100),2013,101.873
Private nonfarm,New Hampshire,All workers,Real labor compensation,Index (2012=100),2014,104.723
Private nonfarm,New Hampshire,All workers,Real labor compensation,Index (2012=100),2015,108.141
Private nonfarm,New Hampshire,All workers,Real labor compensation,Index (2012=100),2016,107.553
Private nonfarm,New Hampshire,All workers,Real labor compensation,Index (2012=100),2017,108.242
Private nonfarm,New Hampshire,All workers,Real labor compensation,Index (2012=100),2018,113.689
Private nonfarm,New Hampshire,All workers,Real labor compensation,Index (2012=100),2019,115.163
Private nonfarm,New Hampshire,All workers,Real labor compensation,Index (2012=100),2020,114.569
Private nonfarm,New Hampshire,All workers,Real labor compensation,Index (2012=100),2021,129.895
Private nonfarm,New Hampshire,All workers,Real labor compensation,Index (2012=100),2022,126.497
Private nonfarm,New Jersey,All workers,Real labor compensation,Index (2012=100),2007,107.898
Private nonfarm,New Jersey,All workers,Real labor compensation,Index (2012=100),2008,106.149
Private nonfarm,New Jersey,All workers,Real labor compensation,Index (2012=100),2009,97.501
Private nonfarm,New Jersey,All workers,Real labor compensation,Index (2012=100),2010,98.374
Private nonfarm,New Jersey,All workers,Real labor compensation,Index (2012=100),2011,97.480
Private nonfarm,New Jersey,All workers,Real labor compensation,Index (2012=100),2012,100.000
Private nonfarm,New Jersey,All workers,Real labor compensation,Index (2012=100),2013,99.746
Private nonfarm,New Jersey,All workers,Real labor compensation,Index (2012=100),2014,101.694
Private nonfarm,New Jersey,All workers,Real labor compensation,Index (2012=100),2015,106.299
Private nonfarm,New Jersey,All workers,Real labor compensation,Index (2012=100),2016,107.128
Private nonfarm,New Jersey,All workers,Real labor compensation,Index (2012=100),2017,107.461
Private nonfarm,New Jersey,All workers,Real labor compensation,Index (2012=100),2018,107.390
Private nonfarm,New Jersey,All workers,Real labor compensation,Index (2012=100),2019,109.765
Private nonfarm,New Jersey,All workers,Real labor compensation,Index (2012=100),2020,109.406
Private nonfarm,New Jersey,All workers,Real labor compensation,Index (2012=100),2021,115.928
Private nonfarm,New Jersey,All workers,Real labor compensation,Index (2012=100),2022,117.364
Private nonfarm,New Mexico,All workers,Real labor compensation,Index (2012=100),2007,107.807
Private nonfarm,New Mexico,All workers,Real labor compensation,Index (2012=100),2008,106.887
Private nonfarm,New Mexico,All workers,Real labor compensation,Index (2012=100),2009,101.551
Private nonfarm,New Mexico,All workers,Real labor compensation,Index (2012=100),2010,100.217
Private nonfarm,New Mexico,All workers,Real labor compensation,Index (2012=100),2011,98.228
Private nonfarm,New Mexico,All workers,Real labor compensation,Index (2012=100),2012,100.000
Private nonfarm,New Mexico,All workers,Real labor compensation,Index (2012=100),2013,101.050
Private nonfarm,New Mexico,All workers,Real labor compensation,Index (2012=100),2014,101.314
Private nonfarm,New Mexico,All workers,Real labor compensation,Index (2012=100),2015,105.323
Private nonfarm,New Mexico,All workers,Real labor compensation,Index (2012=100),2016,104.920
Private nonfarm,New Mexico,All workers,Real labor compensation,Index (2012=100),2017,105.373
Private nonfarm,New Mexico,All workers,Real labor compensation,Index (2012=100),2018,113.970
Private nonfarm,New Mexico,All workers,Real labor compensation,Index (2012=100),2019,115.216
Private nonfarm,New Mexico,All workers,Real labor compensation,Index (2012=100),2020,113.278
Private nonfarm,New Mexico,All workers,Real labor compensation,Index (2012=100),2021,118.409
Private nonfarm,New Mexico,All workers,Real labor compensation,Index (2012=100),2022,122.423
Private nonfarm,New York,All workers,Real labor compensation,Index (2012=100),2007,104.172
Private nonfarm,New York,All workers,Real labor compensation,Index (2012=100),2008,102.155
Private nonfarm,New York,All workers,Real labor compensation,Index (2012=100),2009,95.358
Private nonfarm,New York,All workers,Real labor compensation,Index (2012=100),2010,98.419
Private nonfarm,New York,All workers,Real labor compensation,Index (2012=100),2011,98.046
Private nonfarm,New York,All workers,Real labor compensation,Index (2012=100),2012,100.000
Private nonfarm,New York,All workers,Real labor compensation,Index (2012=100),2013,101.332
Private nonfarm,New York,All workers,Real labor compensation,Index (2012=100),2014,106.181
Private nonfarm,New York,All workers,Real labor compensation,Index (2012=100),2015,110.983
Private nonfarm,New York,All workers,Real labor compensation,Index (2012=100),2016,111.102
Private nonfarm,New York,All workers,Real labor compensation,Index (2012=100),2017,114.678
Private nonfarm,New York,All workers,Real labor compensation,Index (2012=100),2018,116.465
Private nonfarm,New York,All workers,Real labor compensation,Index (2012=100),2019,119.514
Private nonfarm,New York,All workers,Real labor compensation,Index (2012=100),2020,115.554
Private nonfarm,New York,All workers,Real labor compensation,Index (2012=100),2021,120.773
Private nonfarm,New York,All workers,Real labor compensation,Index (2012=100),2022,121.618
Private nonfarm,North Carolina,All workers,Real labor compensation,Index (2012=100),2007,105.365
Private nonfarm,North Carolina,All workers,Real labor compensation,Index (2012=100),2008,101.714
Private nonfarm,North Carolina,All workers,Real labor compensation,Index (2012=100),2009,97.633
Private nonfarm,North Carolina,All workers,Real labor compensation,Index (2012=100),2010,96.379
Private nonfarm,North Carolina,All workers,Real labor compensation,Index (2012=100),2011,96.273
Private nonfarm,North Carolina,All workers,Real labor compensation,Index (2012=100),2012,100.000
Private nonfarm,North Carolina,All workers,Real labor compensation,Index (2012=100),2013,99.570
Private nonfarm,North Carolina,All workers,Real labor compensation,Index (2012=100),2014,103.793
Private nonfarm,North Carolina,All workers,Real labor compensation,Index (2012=100),2015,110.424
Private nonfarm,North Carolina,All workers,Real labor compensation,Index (2012=100),2016,113.047
Private nonfarm,North Carolina,All workers,Real labor compensation,Index (2012=100),2017,117.010
Private nonfarm,North Carolina,All workers,Real labor compensation,Index (2012=100),2018,121.626
Private nonfarm,North Carolina,All workers,Real labor compensation,Index (2012=100),2019,128.246
