"Annual labor productivity by state and region, N.A. = data not available",,,,,,,,,,,,,,,,,,,,
"Data released May 25, 2023; Bureau of Labor Statistics, Office of Productivity and Technology",,,,,,,,,,,,,,,,,,,,
Sector,Area,Basis,Measure,Units,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
Private nonfarm,New Hampshire,All workers,Labor compensation,Millions of current dollars,"32,835.158","33,317.247","32,254.333","32,955.349","34,303.556","35,172.366","36,278.787","37,837.188","39,539.169","40,582.718","42,179.447","44,535.967","46,089.442","46,951.781","54,319.949","57,231.021"
Private nonfarm,New Hampshire,All workers,Real hourly compensation,2012 dollars per hour worked,33.321,33.544,34.894,34.657,34.625,34.474,34.296,35.107,35.562,34.692,34.673,36.097,36.629,39.331,42.759,40.046
Private nonfarm,New Hampshire,All workers,Hourly compensation,Current dollars per hour worked,31.752,33.205,33.659,33.738,34.602,35.022,35.276,36.637,37.555,37.809,39.025,40.842,42.341,46.556,51.647,52.330
Private nonfarm,New Hampshire,All workers,Labor productivity,% Change from previous year,N.A.,1.8,3.5,1.5,-0.2,0.2,-0.5,1.9,1.6,0.8,0.0,3.1,2.2,4.9,7.2,-4.0
Private nonfarm,New Hampshire,All workers,Real value-added output,% Change from previous year,N.A.,-1.2,-1.2,3.5,1.2,1.5,1.9,2.3,3.6,2.8,0.7,4.0,2.0,-2.9,11.8,-0.2
Private nonfarm,New Hampshire,All workers,Hours worked,% Change from previous year,N.A.,-3.0,-4.5,1.9,1.5,1.3,2.4,0.4,1.9,1.9,0.7,0.9,-0.2,-7.4,4.3,4.0
Private nonfarm,New Hampshire,All workers,Employment,% Change from previous year,N.A.,-1.3,-3.7,-0.3,1.3,1.3,1.3,0.6,1.3,1.3,0.7,2.2,0.6,-7.5,4.3,4.0
Private nonfarm,New Hampshire,All workers,Output per worker,% Change from previous year,N.A.,0.0,2.7,3.8,0.0,0.2,0.7,1.7,2.2,1.5,0.0,1.7,1.4,5.0,7.2,-4.0
Private nonfarm,New Hampshire,All workers,Real hourly compensation,% Change from previous year,N.A.,0.7,4.0,-0.7,-0.1,-0.4,-0.5,2.4,1.3,-2.4,-0.1,4.1,1.5,7.4,8.7,-6.3
Private nonfarm,New Hampshire,All workers,Hourly compensation,% Change from previous year,N.A.,4.6,1.4,0.2,2.6,1.2,0.7,3.9,2.5,0.7,3.2,4.7,3.7,10.0,10.9,1.3
Private nonfarm,New Hampshire,All workers,Value-added output,% Change from previous year,N.A.,-0.2,1.4,3.7,2.6,3.8,3.8,4.0,5.6,4.0,1.8,5.9,4.2,-0.8,15.5,5.8
Private nonfarm,New Hampshire,All workers,Value-added output price deflator,% Change from previous year,N.A.,1.0,2.6,0.2,1.3,2.2,1.8,1.7,1.9,1.1,1.1,1.8,2.2,2.1,3.3,5.9
Private nonfarm,New Hampshire,All workers,Labor compensation,% Change from previous year,N.A.,1.5,-3.2,2.2,4.1,2.5,3.1,4.3,4.5,2.6,3.9,5.6,3.5,1.9,15.7,5.4
Private nonfarm,New Hampshire,All workers,Real labor compensation,% Change from previous year,N.A.,-2.3,-0.7,1.2,1.4,0.9,1.9,2.8,3.3,-0.5,0.6,5.0,1.3,-0.5,13.4,-2.6
Private nonfarm,New Hampshire,All workers,Unit labor costs,% Change from previous year,N.A.,2.8,-2.0,-1.3,2.8,1.0,1.2,2.0,0.9,-0.2,3.2,1.5,1.4,4.9,3.5,5.5
Private nonfarm,New Jersey,All workers,Labor productivity,Index (2012=100),95.351,98.021,97.575,100.098,98.780,100.000,102.012,100.572,100.809,100.016,100.331,101.990,102.640,108.146,108.803,106.488
Private nonfarm,New Jersey,All workers,Real value-added output,Index (2012=100),101.382,102.379,96.398,97.888,97.243,100.000,101.675,101.708,104.347,105.938,106.622,110.219,112.269,107.059,114.909,117.875
Private nonfarm,New Jersey,All workers,Hours worked,Index (2012=100),106.325,104.446,98.794,97.792,98.444,100.000,99.670,101.130,103.510,105.920,106.271,108.069,109.380,98.994,105.613,110.693
Private nonfarm,New Jersey,All workers,Employment,Index (2012=100),104.373,104.166,99.494,97.694,98.404,100.000,99.973,101.436,102.743,104.976,106.231,107.236,108.463,99.734,105.118,111.370
Private nonfarm,New Jersey,All workers,Output per worker,Index (2012=100),97.134,98.285,96.889,100.198,98.820,100.000,101.702,100.269,101.562,100.916,100.369,102.782,103.509,107.344,109.314,105.841
Private nonfarm,New Jersey,All workers,Real hourly compensation,Index (2012=100),101.479,101.630,98.691,100.595,99.021,100.000,100.076,100.558,102.694,101.140,101.119,99.372,100.352,110.517,109.767,106.026
Private nonfarm,New Jersey,All workers,Hourly compensation,Index (2012=100),89.522,93.136,93.546,94.726,96.953,100.000,101.152,103.451,105.870,105.497,108.058,110.396,113.771,126.183,129.462,135.291
Private nonfarm,New Jersey,All workers,Value-added output price deflator,Index (2012=100),91.378,92.839,95.130,95.689,97.607,100.000,101.749,103.488,105.600,106.704,108.206,110.341,112.438,113.844,118.604,126.515
Private nonfarm,New Jersey,All workers,Labor compensation,Index (2012=100),95.185,97.277,92.419,92.635,95.444,100.000,100.818,104.621,109.586,111.742,114.834,119.303,124.443,124.915,136.728,149.758
Private nonfarm,New Jersey,All workers,Real labor compensation,Index (2012=100),107.898,106.149,97.501,98.374,97.480,100.000,99.746,101.694,106.299,107.128,107.461,107.390,109.765,109.406,115.928,117.364
Private nonfarm,New Jersey,All workers,Unit labor costs,Index (2012=100),93.887,95.017,95.872,94.633,98.150,100.000,99.157,102.863,105.021,105.479,107.702,108.242,110.844,116.678,118.988,127.048
Private nonfarm,New Jersey,All workers,Employment,Thousands of jobs,3663.6,3656.3,3492.3,3429.1,3454.0,3510.1,3509.1,3560.5,3606.3,3684.7,3728.8,3764.1,3807.1,3500.7,3689.7,3909.2
Private nonfarm,New Jersey,All workers,Hours worked,Millions of hours,"6,282.004","6,170.958","5,837.055","5,777.862","5,816.343","5,908.293","5,888.778","5,975.064","6,115.674","6,258.090","6,278.811","6,385.014","6,462.512","5,848.878","6,239.897","6,540.085"
Private nonfarm,New Jersey,All workers,Real labor compensation,Millions of 2012 dollars,"244,291.664","240,331.569","220,752.717","222,729.272","220,705.400","226,410.359","225,834.527","230,245.723","240,670.872","242,548.845","243,302.351","243,141.797","248,519.410","247,706.477","262,472.413","265,724.178"
Private nonfarm,New Jersey,All workers,Value-added output,Millions of current dollars,"380,804.331","390,696.486","376,954.619","385,029.611","390,156.116","411,055.995","425,251.418","432,662.554","452,947.248","464,657.709","474,244.334","499,914.648","518,888.286","500,994.254","560,214.683","613,007.042"
Private nonfarm,New Jersey,All workers,Labor compensation,Millions of current dollars,"234,889.008","240,052.372","228,063.092","228,596.554","235,528.527","246,772.109","248,791.346","258,174.322","270,427.938","275,749.157","283,379.412","294,407.194","307,090.921","308,254.252","337,406.226","369,559.831"
Private nonfarm,New Jersey,All workers,Real hourly compensation,2012 dollars per hour worked,38.888,38.946,37.819,38.549,37.946,38.321,38.350,38.534,39.353,38.758,38.750,38.080,38.456,42.351,42.064,40.630
Private nonfarm,New Jersey,All workers,Hourly compensation,Current dollars per hour worked,37.391,38.900,39.072,39.564,40.494,41.767,42.248,43.209,44.219,44.063,45.133,46.109,47.519,52.703,54.072,56.507
Private nonfarm,New Jersey,All workers,Labor productivity,% Change from previous year,N.A.,2.8,-0.5,2.6,-1.3,1.2,2.0,-1.4,0.2,-0.8,0.3,1.7,0.6,5.4,0.6,-2.1
Private nonfarm,New Jersey,All workers,Real value-added output,% Change from previous year,N.A.,1.0,-5.8,1.5,-0.7,2.8,1.7,0.0,2.6,1.5,0.6,3.4,1.9,-4.6,7.3,2.6
Private nonfarm,New Jersey,All workers,Hours worked,% Change from previous year,N.A.,-1.8,-5.4,-1.0,0.7,1.6,-0.3,1.5,2.4,2.3,0.3,1.7,1.2,-9.5,6.7,4.8
Private nonfarm,New Jersey,All workers,Employment,% Change from previous year,N.A.,-0.2,-4.5,-1.8,0.7,1.6,0.0,1.5,1.3,2.2,1.2,0.9,1.1,-8.0,5.4,5.9
Private nonfarm,New Jersey,All workers,Output per worker,% Change from previous year,N.A.,1.2,-1.4,3.4,-1.4,1.2,1.7,-1.4,1.3,-0.6,-0.5,2.4,0.7,3.7,1.8,-3.2
Private nonfarm,New Jersey,All workers,Real hourly compensation,% Change from previous year,N.A.,0.1,-2.9,1.9,-1.6,1.0,0.1,0.5,2.1,-1.5,0.0,-1.7,1.0,10.1,-0.7,-3.4
Private nonfarm,New Jersey,All workers,Hourly compensation,% Change from previous year,N.A.,4.0,0.4,1.3,2.4,3.1,1.2,2.3,2.3,-0.4,2.4,2.2,3.1,10.9,2.6,4.5
Private nonfarm,New Jersey,All workers,Value-added output,% Change from previous year,N.A.,2.6,-3.5,2.1,1.3,5.4,3.5,1.7,4.7,2.6,2.1,5.4,3.8,-3.4,11.8,9.4
Private nonfarm,New Jersey,All workers,Value-added output price deflator,% Change from previous year,N.A.,1.6,2.5,0.6,2.0,2.5,1.7,1.7,2.0,1.0,1.4,2.0,1.9,1.3,4.2,6.7
Private nonfarm,New Jersey,All workers,Labor compensation,% Change from previous year,N.A.,2.2,-5.0,0.2,3.0,4.8,0.8,3.8,4.7,2.0,2.8,3.9,4.3,0.4,9.5,9.5
Private nonfarm,New Jersey,All workers,Real labor compensation,% Change from previous year,N.A.,-1.6,-8.1,0.9,-0.9,2.6,-0.3,2.0,4.5,0.8,0.3,-0.1,2.2,-0.3,6.0,1.2
Private nonfarm,New Jersey,All workers,Unit labor costs,% Change from previous year,N.A.,1.2,0.9,-1.3,3.7,1.9,-0.8,3.7,2.1,0.4,2.1,0.5,2.4,5.3,2.0,6.8
Private nonfarm,New Mexico,All workers,Labor productivity,Index (2012=100),91.799,89.935,98.272,100.562,98.407,100.000,97.391,101.734,104.880,105.282,102.594,103.636,108.675,114.119,111.957,110.001
Private nonfarm,New Mexico,All workers,Real value-added output,Index (2012=100),100.080,98.764,100.706,98.646,98.442,100.000,98.666,102.518,105.170,103.502,103.179,106.907,113.391,109.515,111.763,113.813
Private nonfarm,New Mexico,All workers,Hours worked,Index (2012=100),109.020,109.817,102.476,98.095,100.036,100.000,101.310,100.771,100.277,98.309,100.570,103.156,104.339,95.966,99.827,103.466
Private nonfarm,New Mexico,All workers,Employment,Index (2012=100),109.165,107.278,101.977,98.251,99.599,100.000,101.259,101.378,101.925,102.441,104.716,106.948,107.583,100.527,103.250,107.532
Private nonfarm,New Mexico,All workers,Output per worker,Index (2012=100),91.677,92.063,98.754,100.402,98.838,100.000,97.440,101.125,103.184,101.036,98.533,99.962,105.398,108.941,108.245,105.841
Private nonfarm,New Mexico,All workers,Real hourly compensation,Index (2012=100),98.887,97.332,99.097,102.163,98.193,100.000,99.743,100.539,105.033,106.725,104.776,110.482,110.425,118.040,118.614,118.322
Private nonfarm,New Mexico,All workers,Hourly compensation,Index (2012=100),87.745,89.718,92.138,95.038,96.547,100.000,100.141,102.548,106.405,108.889,110.996,114.757,118.185,126.366,130.540,140.883
Private nonfarm,New Mexico,All workers,Value-added output price deflator,Index (2012=100),95.016,100.167,93.741,97.095,99.938,100.000,102.023,103.037,97.800,97.541,100.828,104.163,103.825,101.330,113.699,127.671
Private nonfarm,New Mexico,All workers,Labor compensation,Index (2012=100),95.660,98.526,94.420,93.227,96.582,100.000,101.452,103.339,106.700,107.047,111.629,118.379,123.314,121.267,130.314,145.766
Private nonfarm,New Mexico,All workers,Real labor compensation,Index (2012=100),107.807,106.887,101.551,100.217,98.228,100.000,101.050,101.314,105.323,104.920,105.373,113.970,115.216,113.278,118.409,122.423
Private nonfarm,New Mexico,All workers,Unit labor costs,Index (2012=100),95.584,99.759,93.758,94.507,98.110,100.000,102.824,100.801,101.454,103.426,108.189,110.731,108.751,110.731,116.599,128.074
Private nonfarm,New Mexico,All workers,Employment,Thousands of jobs,743.3,730.4,694.3,669.0,678.1,680.9,689.4,690.3,694.0,697.5,713.0,728.2,732.5,684.5,703.0,732.2
Private nonfarm,New Mexico,All workers,Hours worked,Millions of hours,"1,278.929","1,288.277","1,202.162","1,150.765","1,173.536","1,173.114","1,188.480","1,182.157","1,176.361","1,153.278","1,179.805","1,210.143","1,224.020","1,125.785","1,171.081","1,213.777"
Private nonfarm,New Mexico,All workers,Real labor compensation,Millions of 2012 dollars,"37,220.915","36,903.340","35,061.112","34,600.570","33,913.877","34,525.611","34,888.015","34,979.311","36,363.488","36,224.411","36,380.826","39,348.749","39,779.180","39,109.768","40,881.284","42,267.271"
Private nonfarm,New Mexico,All workers,Value-added output,Millions of current dollars,"55,531.506","57,772.730","55,129.050","55,934.174","57,452.659","58,398.062","58,784.799","61,686.825","60,065.920","58,956.771","60,753.400","65,030.906","68,750.783","64,805.574","74,208.406","84,856.560"
Private nonfarm,New Mexico,All workers,Labor compensation,Millions of current dollars,"31,790.986","32,743.399","31,378.911","30,982.588","32,097.434","33,233.421","33,716.044","34,343.016","35,459.956","35,575.542","37,098.001","39,341.551","40,981.378","40,301.296","43,307.857","48,442.956"
Private nonfarm,New Mexico,All workers,Real hourly compensation,2012 dollars per hour worked,29.103,28.646,29.165,30.067,28.899,29.431,29.355,29.589,30.912,31.410,30.836,32.516,32.499,34.740,34.909,34.823
Private nonfarm,New Mexico,All workers,Hourly compensation,Current dollars per hour worked,24.858,25.416,26.102,26.923,27.351,28.329,28.369,29.051,30.144,30.847,31.444,32.510,33.481,35.798,36.981,39.911
Private nonfarm,New Mexico,All workers,Labor productivity,% Change from previous year,N.A.,-2.0,9.3,2.3,-2.1,1.6,-2.6,4.5,3.1,0.4,-2.6,1.0,4.9,5.0,-1.9,-1.7
Private nonfarm,New Mexico,All workers,Real value-added output,% Change from previous year,N.A.,-1.3,2.0,-2.0,-0.2,1.6,-1.3,3.9,2.6,-1.6,-0.3,3.6,6.1,-3.4,2.1,1.8
Private nonfarm,New Mexico,All workers,Hours worked,% Change from previous year,N.A.,0.7,-6.7,-4.3,2.0,0.0,1.3,-0.5,-0.5,-2.0,2.3,2.6,1.1,-8.0,4.0,3.6
Private nonfarm,New Mexico,All workers,Employment,% Change from previous year,N.A.,-1.7,-4.9,-3.7,1.4,0.4,1.3,0.1,0.5,0.5,2.2,2.1,0.6,-6.6,2.7,4.1
Private nonfarm,New Mexico,All workers,Output per worker,% Change from previous year,N.A.,0.4,7.3,1.7,-1.6,1.2,-2.6,3.8,2.0,-2.1,-2.5,1.5,5.4,3.4,-0.6,-2.2
Private nonfarm,New Mexico,All workers,Real hourly compensation,% Change from previous year,N.A.,-1.6,1.8,3.1,-3.9,1.8,-0.3,0.8,4.5,1.6,-1.8,5.4,-0.1,6.9,0.5,-0.2
Private nonfarm,New Mexico,All workers,Hourly compensation,% Change from previous year,N.A.,2.2,2.7,3.1,1.6,3.6,0.1,2.4,3.8,2.3,1.9,3.4,3.0,6.9,3.3,7.9
Private nonfarm,New Mexico,All workers,Value-added output,% Change from previous year,N.A.,4.0,-4.6,1.5,2.7,1.6,0.7,4.9,-2.6,-1.8,3.0,7.0,5.7,-5.7,14.5,14.3
Private nonfarm,New Mexico,All workers,Value-added output price deflator,% Change from previous year,N.A.,5.4,-6.4,3.6,2.9,0.1,2.0,1.0,-5.1,-0.3,3.4,3.3,-0.3,-2.4,12.2,12.3
Private nonfarm,New Mexico,All workers,Labor compensation,% Change from previous year,N.A.,3.0,-4.2,-1.3,3.6,3.5,1.5,1.9,3.3,0.3,4.3,6.0,4.2,-1.7,7.5,11.9
Private nonfarm,New Mexico,All workers,Real labor compensation,% Change from previous year,N.A.,-0.9,-5.0,-1.3,-2.0,1.8,1.0,0.3,4.0,-0.4,0.4,8.2,1.1,-1.7,4.5,3.4
Private nonfarm,New Mexico,All workers,Unit labor costs,% Change from previous year,N.A.,4.4,-6.0,0.8,3.8,1.9,2.8,-2.0,0.6,1.9,4.6,2.3,-1.8,1.8,5.3,9.8
Private nonfarm,New York,All workers,Labor productivity,Index (2012=100),90.686,87.464,95.383,99.031,96.806,100.000,98.095,98.949,98.068,100.151,100.764,102.589,105.746,113.133,115.598,112.607
Private nonfarm,New York,All workers,Real value-added output,Index (2012=100),90.218,87.087,91.026,94.831,95.189,100.000,99.866,102.241,104.535,107.356,108.561,111.339,115.067,109.581,116.856,120.322
Private nonfarm,New York,All workers,Hours worked,Index (2012=100),99.483,99.569,95.433,95.759,98.330,100.000,101.806,103.327,106.595,107.194,107.738,108.529,108.814,96.860,101.088,106.851
Private nonfarm,New York,All workers,Employment,Index (2012=100),99.350,100.002,97.135,96.836,98.355,100.000,102.442,104.377,107.062,108.516,109.949,111.481,112.508,100.748,103.740,110.370
Private nonfarm,New York,All workers,Output per worker,Index (2012=100),90.808,87.085,93.711,97.930,96.782,100.000,97.485,97.953,97.640,98.931,98.737,99.873,102.275,108.767,112.643,109.017
Private nonfarm,New York,All workers,Real hourly compensation,Index (2012=100),104.713,102.597,99.922,102.777,99.711,100.000,99.534,102.762,104.116,103.646,106.442,107.312,109.833,119.300,119.474,113.820
Private nonfarm,New York,All workers,Hourly compensation,Index (2012=100),95.817,97.525,94.296,97.556,98.491,100.000,100.971,105.300,107.582,108.839,114.085,117.456,122.433,135.267,141.164,145.496
Private nonfarm,New York,All workers,Value-added output price deflator,Index (2012=100),93.276,94.166,94.117,95.645,97.385,100.000,102.638,105.690,108.169,110.526,113.049,116.360,119.008,121.064,124.992,130.729
Private nonfarm,New York,All workers,Labor compensation,Index (2012=100),95.321,97.104,89.989,93.419,96.846,100.000,102.794,108.803,114.676,116.668,122.913,127.474,133.224,131.020,142.699,155.465
Private nonfarm,New York,All workers,Real labor compensation,Index (2012=100),104.172,102.155,95.358,98.419,98.046,100.000,101.332,106.181,110.983,111.102,114.678,116.465,119.514,115.554,120.773,121.618
Private nonfarm,New York,All workers,Unit labor costs,Index (2012=100),105.657,111.503,98.861,98.511,101.740,100.000,102.932,106.418,109.701,108.674,113.220,114.492,115.779,119.565,122.115,129.208
Private nonfarm,New York,All workers,Employment,Thousands of jobs,7820.2,7871.5,7645.9,7622.3,7741.9,7871.4,8063.6,8215.9,8427.2,8541.7,8654.5,8775.0,8855.9,7930.2,8165.8,8687.6
Private nonfarm,New York,All workers,Hours worked,Millions of hours,"13,310.536","13,322.025","12,768.579","12,812.260","13,156.257","13,379.681","13,621.310","13,824.820","14,262.020","14,342.185","14,414.996","14,520.884","14,559.017","12,959.571","13,525.204","14,296.359"
Private nonfarm,New York,All workers,Real labor compensation,Millions of 2012 dollars,"567,954.467","556,955.160","519,901.431","536,586.742","534,556.830","545,207.774","552,467.481","578,908.274","605,085.473","605,739.325","625,235.112","634,978.513","651,601.353","630,011.934","658,465.954","663,071.288"
Private nonfarm,New York,All workers,Value-added output,Millions of current dollars,"922,946.967","899,421.544","939,618.859","994,786.076","1,016,709.913","1,096,772.466","1,124,201.839","1,185,155.173","1,240,171.460","1,301,392.567","1,346,036.365","1,420,916.788","1,501,909.676","1,455,006.426","1,601,955.087","1,725,176.181"
Private nonfarm,New York,All workers,Labor compensation,Millions of current dollars,"567,521.186","578,135.882","535,772.304","556,195.470","576,597.576","595,376.098","612,010.954","647,789.025","682,755.846","694,615.718","731,794.695","758,949.272","793,185.470","780,061.772","849,595.035","925,599.526"
Private nonfarm,New York,All workers,Real hourly compensation,2012 dollars per hour worked,42.670,41.807,40.717,41.881,40.631,40.749,40.559,41.875,42.426,42.235,43.374,43.729,44.756,48.614,48.684,46.380
Private nonfarm,New York,All workers,Hourly compensation,Current dollars per hour worked,42.637,43.397,41.960,43.411,43.827,44.499,44.930,46.857,47.872,48.432,50.766,52.266,54.481,60.192,62.816,64.744
Private nonfarm,New York,All workers,Labor productivity,% Change from previous year,N.A.,-3.6,9.1,3.8,-2.2,3.3,-1.9,0.9,-0.9,2.1,0.6,1.8,3.1,7.0,2.2,-2.6
Private nonfarm,New York,All workers,Real value-added output,% Change from previous year,N.A.,-3.5,4.5,4.2,0.4,5.1,-0.1,2.4,2.2,2.7,1.1,2.6,3.3,-4.8,6.6,3.0
Private nonfarm,New York,All workers,Hours worked,% Change from previous year,N.A.,0.1,-4.2,0.3,2.7,1.7,1.8,1.5,3.2,0.6,0.5,0.7,0.3,-11.0,4.4,5.7
Private nonfarm,New York,All workers,Employment,% Change from previous year,N.A.,0.7,-2.9,-0.3,1.6,1.7,2.4,1.9,2.6,1.4,1.3,1.4,0.9,-10.5,3.0,6.4
Private nonfarm,New York,All workers,Output per worker,% Change from previous year,N.A.,-4.1,7.6,4.5,-1.2,3.3,-2.5,0.5,-0.3,1.3,-0.2,1.2,2.4,6.3,3.6,-3.2
Private nonfarm,New York,All workers,Real hourly compensation,% Change from previous year,N.A.,-2.0,-2.6,2.9,-3.0,0.3,-0.5,3.2,1.3,-0.5,2.7,0.8,2.3,8.6,0.1,-4.7
Private nonfarm,New York,All workers,Hourly compensation,% Change from previous year,N.A.,1.8,-3.3,3.5,1.0,1.5,1.0,4.3,2.2,1.2,4.8,3.0,4.2,10.5,4.4,3.1
Private nonfarm,New York,All workers,Value-added output,% Change from previous year,N.A.,-2.5,4.5,5.9,2.2,7.9,2.5,5.4,4.6,4.9,3.4,5.6,5.7,-3.1,10.1,7.7
Private nonfarm,New York,All workers,Value-added output price deflator,% Change from previous year,N.A.,1.0,-0.1,1.6,1.8,2.7,2.6,3.0,2.3,2.2,2.3,2.9,2.3,1.7,3.2,4.6
Private nonfarm,New York,All workers,Labor compensation,% Change from previous year,N.A.,1.9,-7.3,3.8,3.7,3.3,2.8,5.8,5.4,1.7,5.4,3.7,4.5,-1.7,8.9,8.9
Private nonfarm,New York,All workers,Real labor compensation,% Change from previous year,N.A.,-1.9,-6.7,3.2,-0.4,2.0,1.3,4.8,4.5,0.1,3.2,1.6,2.6,-3.3,4.5,0.7
Private nonfarm,New York,All workers,Unit labor costs,% Change from previous year,N.A.,5.5,-11.3,-0.4,3.3,-1.7,2.9,3.4,3.1,-0.9,4.2,1.1,1.1,3.3,2.1,5.8
Private nonfarm,North Carolina,All workers,Labor productivity,Index (2012=100),94.103,99.851,102.202,103.759,102.401,100.000,101.182,102.475,102.275,101.792,103.326,103.729,102.955,106.991,108.896,107.364
Private nonfarm,North Carolina,All workers,Real value-added output,Index (2012=100),99.792,102.011,95.793,97.280,98.893,100.000,102.026,105.143,108.736,111.250,113.825,115.833,118.980,117.895,127.872,130.837
Private nonfarm,North Carolina,All workers,Hours worked,Index (2012=100),106.046,102.164,93.730,93.755,96.574,100.000,100.834,102.604,106.317,109.292,110.161,111.668,115.564,110.192,117.426,121.864
Private nonfarm,North Carolina,All workers,Employment,Index (2012=100),105.894,104.168,97.743,96.224,98.648,100.000,101.373,103.270,106.852,109.729,110.852,113.396,116.669,112.757,118.875,123.642
Private nonfarm,North Carolina,All workers,Output per worker,Index (2012=100),94.237,97.929,98.006,101.097,100.248,100.000,100.644,101.813,101.763,101.387,102.682,102.149,101.981,104.557,107.569,105.820
Private nonfarm,North Carolina,All workers,Real hourly compensation,Index (2012=100),99.358,99.560,104.165,102.798,99.688,100.000,98.747,101.159,103.863,103.436,106.217,108.917,110.974,118.487,115.512,114.334
Private nonfarm,North Carolina,All workers,Hourly compensation,Index (2012=100),88.898,92.537,95.233,97.212,97.864,100.000,100.733,104.941,107.544,108.919,112.748,117.976,121.184,130.326,136.560,146.237
Private nonfarm,North Carolina,All workers,Value-added output price deflator,Index (2012=100),91.940,93.161,95.568,95.962,97.151,100.000,102.109,104.372,107.084,109.055,110.689,112.960,115.643,117.538,121.264,129.661
Private nonfarm,North Carolina,All workers,Labor compensation,Index (2012=100),94.273,94.539,89.261,91.141,94.511,100.000,101.573,107.674,114.338,119.039,124.204,131.741,140.045,143.609,160.357,178.210
Private nonfarm,North Carolina,All workers,Real labor compensation,Index (2012=100),105.365,101.714,97.633,96.379,96.273,100.000,99.570,103.793,110.424,113.047,117.010,121.626,128.246,130.563,135.641,139.331
Private nonfarm,North Carolina,All workers,Unit labor costs,Index (2012=100),94.469,92.675,93.181,93.690,95.569,100.000,99.556,102.407,105.152,107.001,109.119,113.734,117.705,121.811,125.404,136.207
Private nonfarm,North Carolina,All workers,Employment,Thousands of jobs,3794.3,3732.5,3502.2,3447.8,3534.7,3583.1,3632.3,3700.3,3828.6,3931.7,3972.0,4063.1,4180.4,4040.2,4259.4,4430.2
Private nonfarm,North Carolina,All workers,Hours worked,Millions of hours,"6,589.607","6,348.356","5,824.289","5,825.875","6,001.042","6,213.915","6,265.726","6,375.711","6,606.431","6,791.313","6,845.287","6,938.982","7,181.058","6,847.255","7,296.746","7,572.497"
Private nonfarm,North Carolina,All workers,Real labor compensation,Millions of 2012 dollars,"218,872.937","211,288.235","202,812.136","200,205.963","199,985.749","207,728.637","206,835.154","215,606.856","229,381.345","234,832.028","243,062.714","252,652.454","266,404.255","271,217.764","281,764.637","289,431.122"
Private nonfarm,North Carolina,All workers,Value-added output,Millions of current dollars,"314,834.601","326,112.055","314,147.289","320,336.481","329,682.857","343,150.361","357,484.603","376,570.344","399,558.634","416,325.622","432,339.918","448,995.427","472,145.529","475,508.225","532,101.137","582,136.407"
Private nonfarm,North Carolina,All workers,Labor compensation,Millions of current dollars,"183,087.004","183,603.899","173,354.746","177,005.771","183,550.667","194,210.356","197,265.793","209,113.518","222,055.301","231,186.914","241,217.729","255,855.517","271,981.481","278,904.305","311,430.492","346,102.019"
Private nonfarm,North Carolina,All workers,Real hourly compensation,2012 dollars per hour worked,33.215,33.282,34.822,34.365,33.325,33.430,33.011,33.817,34.721,34.578,35.508,36.411,37.098,39.610,38.615,38.221
Private nonfarm,North Carolina,All workers,Hourly compensation,Current dollars per hour worked,27.784,28.921,29.764,30.383,30.586,31.254,31.483,32.798,33.612,34.042,35.239,36.872,37.875,40.732,42.681,45.705
Private nonfarm,North Carolina,All workers,Labor productivity,% Change from previous year,N.A.,6.1,2.4,1.5,-1.3,-2.3,1.2,1.3,-0.2,-0.5,1.5,0.4,-0.7,3.9,1.8,-1.4
Private nonfarm,North Carolina,All workers,Real value-added output,% Change from previous year,N.A.,2.2,-6.1,1.6,1.7,1.1,2.0,3.1,3.4,2.3,2.3,1.8,2.7,-0.9,8.5,2.3
Private nonfarm,North Carolina,All workers,Hours worked,% Change from previous year,N.A.,-3.7,-8.3,0.0,3.0,3.5,0.8,1.8,3.6,2.8,0.8,1.4,3.5,-4.6,6.6,3.8
Private nonfarm,North Carolina,All workers,Employment,% Change from previous year,N.A.,-1.6,-6.2,-1.6,2.5,1.4,1.4,1.9,3.5,2.7,1.0,2.3,2.9,-3.4,5.4,4.0
Private nonfarm,North Carolina,All workers,Output per worker,% Change from previous year,N.A.,3.9,0.1,3.2,-0.8,-0.2,0.6,1.2,0.0,-0.4,1.3,-0.5,-0.2,2.5,2.9,-1.6
Private nonfarm,North Carolina,All workers,Real hourly compensation,% Change from previous year,N.A.,0.2,4.6,-1.3,-3.0,0.3,-1.3,2.4,2.7,-0.4,2.7,2.5,1.9,6.8,-2.5,-1.0
Private nonfarm,North Carolina,All workers,Hourly compensation,% Change from previous year,N.A.,4.1,2.9,2.1,0.7,2.2,0.7,4.2,2.5,1.3,3.5,4.6,2.7,7.5,4.8,7.1
Private nonfarm,North Carolina,All workers,Value-added output,% Change from previous year,N.A.,3.6,-3.7,2.0,2.9,4.1,4.2,5.3,6.1,4.2,3.8,3.9,5.2,0.7,11.9,9.4
Private nonfarm,North Carolina,All workers,Value-added output price deflator,% Change from previous year,N.A.,1.3,2.6,0.4,1.2,2.9,2.1,2.2,2.6,1.8,1.5,2.1,2.4,1.6,3.2,6.9
Private nonfarm,North Carolina,All workers,Labor compensation,% Change from previous year,N.A.,0.3,-5.6,2.1,3.7,5.8,1.6,6.0,6.2,4.1,4.3,6.1,6.3,2.5,11.7,11.1
